system:index,Feature,M,Y,mean_2m_air_temperature,.geo
201403,,3.0,2014.0,0.7195597659515187,"{""type"":""MultiPoint"",""coordinates"":[]}"
201404,,4.0,2014.0,4.157007522986905,"{""type"":""MultiPoint"",""coordinates"":[]}"
201405,,5.0,2014.0,6.486068542769574,"{""type"":""MultiPoint"",""coordinates"":[]}"
201406,,6.0,2014.0,11.264419058233491,"{""type"":""MultiPoint"",""coordinates"":[]}"
201407,,7.0,2014.0,12.774171078294792,"{""type"":""MultiPoint"",""coordinates"":[]}"
201408,,8.0,2014.0,11.409584842574532,"{""type"":""MultiPoint"",""coordinates"":[]}"
201409,,9.0,2014.0,9.858177765394261,"{""type"":""MultiPoint"",""coordinates"":[]}"
201410,,10.0,2014.0,6.925327389244917,"{""type"":""MultiPoint"",""coordinates"":[]}"
201411,,11.0,2014.0,2.4799387015881864,"{""type"":""MultiPoint"",""coordinates"":[]}"
201412,,12.0,2014.0,-2.354276957369741,"{""type"":""MultiPoint"",""coordinates"":[]}"
201501,,1.0,2015.0,-4.714544441348562,"{""type"":""MultiPoint"",""coordinates"":[]}"
201502,,2.0,2015.0,-4.856366675954303,"{""type"":""MultiPoint"",""coordinates"":[]}"
201503,,3.0,2015.0,0.1519921983839509,"{""type"":""MultiPoint"",""coordinates"":[]}"
201504,,4.0,2015.0,3.4722764001114523,"{""type"":""MultiPoint"",""coordinates"":[]}"
201505,,5.0,2015.0,8.387851769295068,"{""type"":""MultiPoint"",""coordinates"":[]}"
201506,,6.0,2015.0,12.652688771245476,"{""type"":""MultiPoint"",""coordinates"":[]}"
201507,,7.0,2015.0,16.978406241292838,"{""type"":""MultiPoint"",""coordinates"":[]}"
201508,,8.0,2015.0,14.780579548620787,"{""type"":""MultiPoint"",""coordinates"":[]}"
201509,,9.0,2015.0,8.478127612148231,"{""type"":""MultiPoint"",""coordinates"":[]}"
201510,,10.0,2015.0,4.3601281694065195,"{""type"":""MultiPoint"",""coordinates"":[]}"
201511,,11.0,2015.0,1.962942323767066,"{""type"":""MultiPoint"",""coordinates"":[]}"
201512,,12.0,2015.0,-1.149066592365561,"{""type"":""MultiPoint"",""coordinates"":[]}"
201601,,1.0,2016.0,-4.885762050710503,"{""type"":""MultiPoint"",""coordinates"":[]}"
201602,,2.0,2016.0,-1.8222346057397607,"{""type"":""MultiPoint"",""coordinates"":[]}"
201603,,3.0,2016.0,-1.073418779604347,"{""type"":""MultiPoint"",""coordinates"":[]}"
201604,,4.0,2016.0,4.069796600724437,"{""type"":""MultiPoint"",""coordinates"":[]}"
201605,,5.0,2016.0,6.93173585957091,"{""type"":""MultiPoint"",""coordinates"":[]}"
201606,,6.0,2016.0,11.503900808024522,"{""type"":""MultiPoint"",""coordinates"":[]}"
201607,,7.0,2016.0,14.302730565617164,"{""type"":""MultiPoint"",""coordinates"":[]}"
201608,,8.0,2016.0,13.460573976037894,"{""type"":""MultiPoint"",""coordinates"":[]}"
201609,,9.0,2016.0,11.346336026748402,"{""type"":""MultiPoint"",""coordinates"":[]}"
201610,,10.0,2016.0,4.075369183616607,"{""type"":""MultiPoint"",""coordinates"":[]}"
201611,,11.0,2016.0,-0.11577040958484278,"{""type"":""MultiPoint"",""coordinates"":[]}"
201612,,12.0,2016.0,-2.3694622457509054,"{""type"":""MultiPoint"",""coordinates"":[]}"
201701,,1.0,2017.0,-8.812621900250763,"{""type"":""MultiPoint"",""coordinates"":[]}"
201702,,2.0,2017.0,-1.7665087768180554,"{""type"":""MultiPoint"",""coordinates"":[]}"
201703,,3.0,2017.0,2.2486765115631093,"{""type"":""MultiPoint"",""coordinates"":[]}"
201704,,4.0,2017.0,3.295904151574256,"{""type"":""MultiPoint"",""coordinates"":[]}"
201705,,5.0,2017.0,8.544998606854277,"{""type"":""MultiPoint"",""coordinates"":[]}"
201706,,6.0,2017.0,13.995541933686269,"{""type"":""MultiPoint"",""coordinates"":[]}"
201707,,7.0,2017.0,13.860685427695739,"{""type"":""MultiPoint"",""coordinates"":[]}"
201708,,8.0,2017.0,14.735998885483424,"{""type"":""MultiPoint"",""coordinates"":[]}"
201709,,9.0,2017.0,7.2368347729172475,"{""type"":""MultiPoint"",""coordinates"":[]}"
201710,,10.0,2017.0,6.173585957091113,"{""type"":""MultiPoint"",""coordinates"":[]}"
201711,,11.0,2017.0,-1.499582056283088,"{""type"":""MultiPoint"",""coordinates"":[]}"
201712,,12.0,2017.0,-5.8583170799665645,"{""type"":""MultiPoint"",""coordinates"":[]}"
201801,,1.0,2018.0,-3.320562830872109,"{""type"":""MultiPoint"",""coordinates"":[]}"
201802,,2.0,2018.0,-7.018807467261073,"{""type"":""MultiPoint"",""coordinates"":[]}"
201803,,3.0,2018.0,-1.9721370855391482,"{""type"":""MultiPoint"",""coordinates"":[]}"
201804,,4.0,2018.0,5.656450264697689,"{""type"":""MultiPoint"",""coordinates"":[]}"
201805,,5.0,2018.0,9.123293396489274,"{""type"":""MultiPoint"",""coordinates"":[]}"
201806,,6.0,2018.0,12.623989969350795,"{""type"":""MultiPoint"",""coordinates"":[]}"
201807,,7.0,2018.0,14.53301755363611,"{""type"":""MultiPoint"",""coordinates"":[]}"
201808,,8.0,2018.0,14.512120367790471,"{""type"":""MultiPoint"",""coordinates"":[]}"
201809,,9.0,2018.0,11.442323767066041,"{""type"":""MultiPoint"",""coordinates"":[]}"
201810,,10.0,2018.0,6.878378378378381,"{""type"":""MultiPoint"",""coordinates"":[]}"
201811,,11.0,2018.0,0.899414878796322,"{""type"":""MultiPoint"",""coordinates"":[]}"
201812,,12.0,2018.0,-4.7368347729172475,"{""type"":""MultiPoint"",""coordinates"":[]}"
201901,,1.0,2019.0,-7.202006129841181,"{""type"":""MultiPoint"",""coordinates"":[]}"
201902,,2.0,2019.0,-1.9211479520757875,"{""type"":""MultiPoint"",""coordinates"":[]}"
201903,,3.0,2019.0,0.38213987183059306,"{""type"":""MultiPoint"",""coordinates"":[]}"
201904,,4.0,2019.0,3.643354694901087,"{""type"":""MultiPoint"",""coordinates"":[]}"
201905,,5.0,2019.0,4.466703817219281,"{""type"":""MultiPoint"",""coordinates"":[]}"
201906,,6.0,2019.0,14.502089718584566,"{""type"":""MultiPoint"",""coordinates"":[]}"
201907,,7.0,2019.0,14.737809974923376,"{""type"":""MultiPoint"",""coordinates"":[]}"
201908,,8.0,2019.0,14.331150738367237,"{""type"":""MultiPoint"",""coordinates"":[]}"
201909,,9.0,2019.0,10.351072722206741,"{""type"":""MultiPoint"",""coordinates"":[]}"
201910,,10.0,2019.0,6.853162440791308,"{""type"":""MultiPoint"",""coordinates"":[]}"
201911,,11.0,2019.0,-0.4276957369740877,"{""type"":""MultiPoint"",""coordinates"":[]}"
201912,,12.0,2019.0,-3.3548342156589577,"{""type"":""MultiPoint"",""coordinates"":[]}"
202001,,1.0,2020.0,-4.318891056004458,"{""type"":""MultiPoint"",""coordinates"":[]}"
202002,,2.0,2020.0,-1.4508219559765954,"{""type"":""MultiPoint"",""coordinates"":[]}"
202003,,3.0,2020.0,-0.6648091390359437,"{""type"":""MultiPoint"",""coordinates"":[]}"
202004,,4.0,2020.0,5.0639453886876575,"{""type"":""MultiPoint"",""coordinates"":[]}"
202005,,5.0,2020.0,8.37057676232934,"{""type"":""MultiPoint"",""coordinates"":[]}"
202006,,6.0,2020.0,11.163973251602117,"{""type"":""MultiPoint"",""coordinates"":[]}"
