system:index,Feature,M,Y,precipitation,.geo
95,,12.0,2009.0,83.22234701432728,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,,1.0,2010.0,21.501741512912936,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,,2.0,2010.0,40.37971551530291,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,,3.0,2010.0,42.69281385914825,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,,4.0,2010.0,36.74112587041202,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,,5.0,2010.0,126.47367405977674,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,,6.0,2010.0,105.08059858442284,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,,7.0,2010.0,85.94815545431237,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,,8.0,2010.0,151.40089405290837,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,,9.0,2010.0,97.55598234521413,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,,10.0,2010.0,80.98365866142737,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,,11.0,2010.0,127.66642056555814,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,,12.0,2010.0,61.624535609169875,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,,1.0,2011.0,17.41606091191524,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,,2.0,2011.0,21.46546070669374,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,,3.0,2011.0,37.68087620997305,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,,4.0,2011.0,26.620675052609684,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,,5.0,2011.0,91.37278983888682,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,,6.0,2011.0,123.36451434105281,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,,7.0,2011.0,111.90589811308939,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,,8.0,2011.0,76.10174193113114,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,,9.0,2011.0,123.98568436350904,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,,10.0,2011.0,88.85703147907259,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,,11.0,2011.0,26.720341699001093,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,,12.0,2011.0,37.67345378208231,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,,1.0,2012.0,38.625450759734086,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,,2.0,2012.0,20.925286462738043,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,,3.0,2012.0,21.75287705060544,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,,4.0,2012.0,79.35154909883097,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,,5.0,2012.0,86.72938905244298,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,,6.0,2012.0,101.57264822401184,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,,7.0,2012.0,135.06817825057806,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,,8.0,2012.0,106.61958017655037,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,,9.0,2012.0,115.69384647980509,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,,10.0,2012.0,113.35215742416618,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,,11.0,2012.0,148.19044990082662,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,,12.0,2012.0,46.80939771090226,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,,1.0,2013.0,43.44018518565794,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,,2.0,2013.0,43.92933438882832,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,,3.0,2013.0,84.87285366406066,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,,4.0,2013.0,59.777762690066645,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,,5.0,2013.0,138.40520097095447,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,,6.0,2013.0,91.07923911092553,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,,7.0,2013.0,71.81466535701381,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,,8.0,2013.0,96.6622826819939,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,,9.0,2013.0,99.04123255346524,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,,10.0,2013.0,128.17495090837258,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,,11.0,2013.0,100.75099091027442,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,,12.0,2013.0,55.02380645402035,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,,1.0,2014.0,101.51871068123266,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,,2.0,2014.0,81.43130141827339,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,,3.0,2014.0,50.53963947351393,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,,4.0,2014.0,66.71668688505326,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,,5.0,2014.0,84.04568106276783,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,,6.0,2014.0,98.49836749568001,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,,7.0,2014.0,148.30378874515372,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,,8.0,2014.0,117.19823836837426,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,,9.0,2014.0,66.6388907138117,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,,10.0,2014.0,77.37585169136096,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,,11.0,2014.0,114.03155363716716,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,,12.0,2014.0,44.919002645050284,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,,1.0,2015.0,36.94470406219126,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,,2.0,2015.0,35.32802877225744,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,,3.0,2015.0,50.331065519315324,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,,4.0,2015.0,47.676904731113,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,,5.0,2015.0,123.97579778056256,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,,6.0,2015.0,98.81732342831587,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,,7.0,2015.0,88.25048197574911,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,,8.0,2015.0,97.06691551995038,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,,9.0,2015.0,105.25985646069091,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,,10.0,2015.0,77.0533113459983,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,,11.0,2015.0,20.270364054762585,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,,12.0,2015.0,6.660742758722213,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,,1.0,2016.0,25.308007819588386,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,,2.0,2016.0,71.86023109868485,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,,3.0,2016.0,46.11454472753625,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,,4.0,2016.0,74.71925182575244,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,,5.0,2016.0,119.36281183012544,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,,6.0,2016.0,111.54892007026751,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,,7.0,2016.0,119.38334336316437,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,,8.0,2016.0,102.87118886867921,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,,9.0,2016.0,62.71422424327093,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,,10.0,2016.0,71.79522199138772,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,,11.0,2016.0,64.82141438898984,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,,12.0,2016.0,8.348188612289732,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,,1.0,2017.0,16.704752682884436,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,,2.0,2017.0,42.61993339579215,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,,3.0,2017.0,47.759253738274715,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,,4.0,2017.0,60.3861869204056,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,,5.0,2017.0,84.3815990068188,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,,6.0,2017.0,126.10711623186975,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,,7.0,2017.0,114.5477545263555,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,,8.0,2017.0,127.10663039144944,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,,9.0,2017.0,128.1228956724943,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,,10.0,2017.0,45.60778717367258,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,,11.0,2017.0,59.94749059084302,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,,12.0,2017.0,61.238238876311556,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,,1.0,2018.0,36.8949701883961,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,,2.0,2018.0,26.00278125671574,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,,3.0,2018.0,72.32838655173731,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,,4.0,2018.0,54.902176511814986,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,,5.0,2018.0,106.34546306587913,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,,6.0,2018.0,75.44908834002557,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,,7.0,2018.0,95.73771609856824,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,,8.0,2018.0,133.5401654576389,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,,9.0,2018.0,74.28828301783501,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,,10.0,2018.0,136.33484332032612,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,,11.0,2018.0,39.64662945618672,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,,12.0,2018.0,38.38053066823673,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,,1.0,2019.0,30.913951631139163,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,,2.0,2019.0,41.05333671664859,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,,3.0,2019.0,37.43833131055463,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,,4.0,2019.0,98.58276772960416,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,,5.0,2019.0,124.52212161917444,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,,6.0,2019.0,57.655101285821615,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,,7.0,2019.0,121.21994321072053,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,,8.0,2019.0,114.88702941824748,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,,9.0,2019.0,94.99312287314879,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,,10.0,2019.0,65.05612018745157,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,,11.0,2019.0,177.21863981426256,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,,12.0,2019.0,51.288397013840154,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,,1.0,2020.0,16.47368644227092,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,,2.0,2020.0,31.962549410750647,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,,3.0,2020.0,41.81400214450012,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,,4.0,2020.0,35.964420440528194,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,,5.0,2020.0,91.10427327569292,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,,6.0,2020.0,115.60345947615724,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,,7.0,2020.0,99.78998093004039,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,,8.0,2020.0,184.6517229476948,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,,9.0,2020.0,82.42173786124953,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,,10.0,2020.0,119.90334487586526,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,,11.0,2020.0,9.146804653110431,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,,12.0,2020.0,120.42187268422401,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,,1.0,2021.0,72.92695239955172,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,,2.0,2021.0,28.081470081213,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,,3.0,2021.0,32.58610889894772,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,,4.0,2021.0,46.41550290546912,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,,5.0,2021.0,104.28200989262055,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,,6.0,2021.0,61.71327025891835,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,,7.0,2021.0,146.52473692249657,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,,8.0,2021.0,102.68997752562045,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,,9.0,2021.0,80.99053882392367,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,,10.0,2021.0,62.417285608667285,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,,11.0,2021.0,70.79680343673964,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,,12.0,2021.0,30.017301788261914,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,,1.0,2022.0,17.562903280379373,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,,2.0,2022.0,34.15947163519122,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,,3.0,2022.0,18.98159412875472,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,,4.0,2022.0,55.43116694705052,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,,5.0,2022.0,84.76635172390372,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,,6.0,2022.0,95.89067476995099,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,,7.0,2022.0,92.4592931812378,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,,8.0,2022.0,97.05447526065173,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,,9.0,2022.0,91.78460659412771,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,,10.0,2022.0,58.39604466238037,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,,11.0,2022.0,50.93735668528846,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,,12.0,2022.0,38.14892172975715,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,,1.0,2023.0,36.68467767599013,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,,2.0,2023.0,15.339126039913943,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,,3.0,2023.0,40.06860998148751,"{""type"":""MultiPoint"",""coordinates"":[]}"
