system:index,Feature,M,NDVI,Y,.geo
40,,5.0,0.5590325791828942,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,,6.0,0.6463343465856908,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,,7.0,0.6487763104936924,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,,8.0,0.6674381683985592,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,,9.0,0.6332558769030944,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,,10.0,0.548104785929817,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,,11.0,0.42987580155197763,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,,12.0,0.15540402262477088,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,,1.0,0.1519044748820092,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,,2.0,0.14580938979346464,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,,3.0,0.2092387008157077,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,,4.0,0.35088405184015703,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,,5.0,0.5254668137420943,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,,6.0,0.6165843722424056,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,,7.0,0.6572451666035937,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,,8.0,0.6648007089770844,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,,9.0,0.6215770638710454,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,,10.0,0.589564414310042,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,,11.0,0.475266725577122,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,,12.0,0.28479154313126026,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,,1.0,0.2547455963228241,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,,2.0,0.25704512218376985,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,,3.0,0.30868615270213823,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,,4.0,0.46238974514334014,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,,5.0,0.5459227732168294,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,,6.0,0.6445639694041789,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,,7.0,0.6441365776490696,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,,8.0,0.6467615777438448,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,,9.0,0.5960117833320339,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,,10.0,0.5486129372261344,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,,11.0,0.3838433019260689,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,,12.0,0.2964128018638052,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,,1.0,0.21189684300996378,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,,2.0,0.234442907472173,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,,3.0,0.2740043697310537,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,,4.0,0.3070372827681688,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,,5.0,0.4631769196760986,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,,6.0,0.6346665095634537,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,,7.0,0.6959804566002373,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,,8.0,0.6790590783944598,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,,9.0,0.6254242186745577,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,,10.0,0.4754712792473751,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,,11.0,0.3357834364884266,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,,12.0,0.12475710235325756,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,,1.0,0.126036569503488,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,,2.0,0.14284009572075526,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,,3.0,0.2025549949569986,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,,4.0,0.362164612137665,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,,5.0,0.5343014766825013,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,,6.0,0.6113651022800695,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,,7.0,0.6851031852343112,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,,8.0,0.6669550444259105,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,,9.0,0.6294914348512474,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,,10.0,0.5345824305764045,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,,11.0,0.40185653534727556,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,,12.0,0.19857247485357754,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,,1.0,0.15837756375460652,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,,2.0,0.16609526390296445,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,,3.0,0.22888413714221556,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,,4.0,0.34606677943279585,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,,5.0,0.5309890391433737,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,,6.0,0.633332148738899,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,,7.0,0.6764151170875943,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,,8.0,0.6773973718318482,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,,9.0,0.6275868672431969,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,,10.0,0.40055509995412425,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,,11.0,0.30947903224583506,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,,12.0,0.1732540733767505,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,,1.0,0.22613458851975482,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,,2.0,0.23837874246825266,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,,3.0,0.2772767586435914,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,,4.0,0.440845039245511,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,,5.0,0.554229224096922,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,,6.0,0.6615526458189792,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,,7.0,0.6671888193386243,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,,8.0,0.6565176730133119,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,,9.0,0.6353215041143241,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,,10.0,0.5593664647283184,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,,11.0,0.47748743748894623,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,,12.0,0.2830406368031532,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,,1.0,0.21392628061796715,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,,2.0,0.20712393971211485,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,,3.0,0.3169759523237509,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,,4.0,0.3801445524370305,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,,5.0,0.5573740537736137,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,,6.0,0.6423170025157182,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,,7.0,0.6809509292947395,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,,8.0,0.661035441461556,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,,9.0,0.632305905726475,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,,10.0,0.4910488427719777,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,,11.0,0.40368090662168143,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,,12.0,0.23855627090707507,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,,1.0,0.19655543686488988,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,,2.0,0.16887818733831889,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,,3.0,0.2155306887080124,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,,4.0,0.3511616415678401,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,,5.0,0.5076886445585594,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,,6.0,0.620527682051701,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,,7.0,0.6871253786901452,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,,8.0,0.6896165352424652,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,,9.0,0.5854155641900559,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,,10.0,0.5483691289229032,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,,11.0,0.3750430409880701,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,,12.0,0.2756005839115096,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,,1.0,0.18609618304301645,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,,2.0,0.16295671472353798,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,,3.0,0.24871409086012594,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,,4.0,0.3979577683077525,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,,5.0,0.5324258634023813,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,,6.0,0.6371119465270015,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,,7.0,0.6825168343477418,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,,8.0,0.6837398340219355,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,,9.0,0.6361829916081005,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,,10.0,0.5945938646837083,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,,11.0,0.44597503836241337,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,,12.0,0.3754778201015526,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,,1.0,0.29403280484204736,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,,2.0,0.23804508969192095,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,,3.0,0.29729211360891994,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,,4.0,0.42697761626525826,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,,5.0,0.5844770491861808,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,,6.0,0.6796716895428748,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,,7.0,0.6817763942320255,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,,8.0,0.6840285658980502,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,,9.0,0.6608322840917012,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,,10.0,0.5103681325380978,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,,11.0,0.5070191985450271,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,,12.0,0.4750706832334026,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,,1.0,0.3461218884520724,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,,2.0,0.21880828235735741,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,,3.0,0.2493279137537603,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,,4.0,0.43750656214131106,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,,5.0,0.5222590760529086,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,,6.0,0.6746892046687429,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,,7.0,0.7006853304720306,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,,8.0,0.6913638685836773,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,,9.0,0.6592357355380724,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,,10.0,0.5632530545980536,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,,11.0,0.42189569845974934,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,,12.0,0.4205377355957356,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,,1.0,0.3540972327123745,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,,2.0,0.24379360308988202,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,,3.0,0.3481418492500446,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,,4.0,0.4452674402073776,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,,5.0,0.560910116348327,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,,6.0,0.6623026889815723,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,,7.0,0.6923607995349023,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,,8.0,0.6707824996705097,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,,9.0,0.6240319483690174,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,,10.0,0.5704844250053552,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,,11.0,0.401518580319772,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,,12.0,0.2448412563717768,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,,1.0,0.17894769064706745,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,,2.0,0.1863437529285462,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,,3.0,0.23589938419983814,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,,4.0,0.3836499713996258,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,,5.0,0.5101756961710345,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,,6.0,0.6651326791113756,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,,7.0,0.692060975374239,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,,8.0,0.671108044610791,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,,9.0,0.6521963622888023,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,,10.0,0.5863012210854661,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,,11.0,0.447747128254784,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,,12.0,0.3338489572218898,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,,1.0,0.28205901859599714,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,,2.0,0.20116193238555868,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,,3.0,0.30937037632298336,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,,4.0,0.3773190116776431,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,,5.0,0.4834085347308897,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,,6.0,0.6374869271646054,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,,7.0,0.6956756076492426,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,,8.0,0.6876644351275437,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,,9.0,0.6527427997637045,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,,10.0,0.5795686487042165,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,,11.0,0.29309673983738227,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,,12.0,0.2512898788268707,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,,1.0,0.25868793876427393,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,,2.0,0.26596586635505065,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,,3.0,0.2741803537433007,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,,4.0,0.3916234612942682,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,,5.0,0.5744576082237032,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,,6.0,0.6754307449009337,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,,7.0,0.6940890021357208,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,,8.0,0.6983501352078436,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,,9.0,0.6272587920339145,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,,10.0,0.45282277515289016,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,,11.0,0.4803454847863259,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,,12.0,0.1340924868915956,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,,1.0,0.10281727485708433,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,,2.0,0.16284318515134205,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,,3.0,0.24638834569652102,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,,4.0,0.32868151129062195,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,,5.0,0.4777460109446323,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,,6.0,0.6404644183798844,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,,7.0,0.7042748024121128,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,,8.0,0.6899711671874201,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,,9.0,0.6517652064902468,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,,10.0,0.5935175285619068,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,,11.0,0.3429780445097992,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,,12.0,0.23948236212956933,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,,1.0,0.27377613406332363,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,,2.0,0.2671287552814431,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,,3.0,0.29717875878610894,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,,4.0,0.40154335340674563,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,,5.0,0.5983914169328041,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,,6.0,0.664670351101095,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,,7.0,0.6646266151852538,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,,8.0,0.6653149834630735,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,,9.0,0.6275291663944116,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,,10.0,0.5277975535234356,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,,11.0,0.45020456534455217,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,,12.0,0.22928964172180055,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,,1.0,0.24334821774683907,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,,2.0,0.28001256537945374,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,,3.0,0.34705622278891307,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
